Plot Title: ACWA-PC15%,,,,,,,,
#,"Date Time, GMT-06:00","DO conc, mg/L (LGR S/N: 10340335, SEN S/N: 10340335)","Temp, °C (LGR S/N: 10340335, SEN S/N: 10340335)",Sensor Data Error (LGR S/N: 10340335),Coupler Attached (LGR S/N: 10340335),Host Connected (LGR S/N: 10340335),Stopped (LGR S/N: 10340335),End Of File (LGR S/N: 10340335)
1656,22/10/04 19:30:00,10.57,14.94,,,,,
1657,22/10/04 20:00:00,10.53,15.00,,,,,
1658,22/10/04 20:30:00,10.68,15.04,,,,,
1659,22/10/04 21:00:00,10.78,15.02,,,,,
1660,22/10/04 21:30:00,10.83,15.02,,,,,
1661,22/10/04 22:00:00,10.79,15.00,,,,,
1662,22/10/04 22:30:00,10.65,14.98,,,,,
1663,22/10/04 23:00:00,10.54,14.94,,,,,
1664,22/10/04 23:30:00,10.45,14.90,,,,,
1665,22/10/05 00:00:00,10.30,14.84,,,,,
1666,22/10/05 00:30:00,10.22,14.80,,,,,
1667,22/10/05 01:00:00,10.32,14.78,,,,,
1668,22/10/05 01:30:00,10.20,14.72,,,,,
1669,22/10/05 02:00:00,9.97,14.64,,,,,
1670,22/10/05 02:30:00,9.95,14.62,,,,,
1671,22/10/05 03:00:00,9.83,14.54,,,,,
1672,22/10/05 03:30:00,9.57,14.44,,,,,
1673,22/10/05 04:00:00,9.53,14.42,,,,,
1674,22/10/05 04:30:00,9.45,14.36,,,,,
1675,22/10/05 05:00:00,9.20,14.24,,,,,
1676,22/10/05 05:30:00,9.30,14.24,,,,,
1677,22/10/05 06:00:00,9.24,14.20,,,,,
1678,22/10/05 06:30:00,9.02,14.08,,,,,
1679,22/10/05 07:00:00,9.05,14.06,,,,,
1680,22/10/05 07:30:00,9.05,14.04,,,,,
1681,22/10/05 08:00:00,9.02,13.92,,,,,
1682,22/10/05 08:30:00,9.47,13.92,,,,,
1683,22/10/05 09:00:00,10.04,13.94,,,,,
1684,22/10/05 09:30:00,10.44,13.94,,,,,
1685,22/10/05 10:00:00,10.99,14.00,,,,,
1686,22/10/05 10:30:00,11.56,14.10,,,,,
1687,22/10/05 11:00:00,11.19,14.08,,,,,
1688,22/10/05 11:30:00,11.79,14.14,,,,,
1689,22/10/05 12:00:00,12.02,14.26,,,,,
1690,22/10/05 12:30:00,13.33,14.38,,,,,
1691,22/10/05 13:00:00,14.72,14.46,,,,,
1692,22/10/05 13:30:00,14.66,14.36,,,,,
1693,22/10/05 14:00:00,14.63,14.36,,,,,
1694,22/10/05 14:30:00,14.99,14.42,,,,,
1695,22/10/05 15:00:00,16.12,14.60,,,,,
1696,22/10/05 15:30:00,-888.88,-888.88,Logged,,,,
1697,22/10/05 16:00:00,-888.88,-888.88,Logged,,,,
1698,22/10/05 16:30:00,-888.88,-888.88,Logged,,,,
1699,22/10/05 17:00:00,14.23,14.52,,,,,
1700,22/10/05 17:30:00,12.63,14.44,,,,,
1701,22/10/05 18:00:00,11.66,14.36,,,,,
1702,22/10/05 18:30:00,11.54,14.40,,,,,
1703,22/10/05 19:00:00,11.19,14.42,,,,,
1704,22/10/05 19:30:00,11.17,14.42,,,,,
1705,22/10/05 20:00:00,11.22,14.36,,,,,
1706,22/10/05 20:30:00,11.32,14.34,,,,,
1707,22/10/05 21:00:00,11.52,14.32,,,,,
1708,22/10/05 21:30:00,11.44,14.30,,,,,
1709,22/10/05 22:00:00,11.27,14.26,,,,,
1710,22/10/05 22:30:00,10.89,14.20,,,,,
1711,22/10/05 23:00:00,10.63,14.16,,,,,
1712,22/10/05 23:30:00,10.57,14.12,,,,,
1713,22/10/06 00:00:00,10.37,14.06,,,,,
1714,22/10/06 00:30:00,10.33,14.00,,,,,
1715,22/10/06 01:00:00,10.28,13.94,,,,,
1716,22/10/06 01:30:00,9.90,13.84,,,,,
1717,22/10/06 02:00:00,9.78,13.82,,,,,
1718,22/10/06 02:30:00,9.70,13.74,,,,,
1719,22/10/06 03:00:00,9.57,13.66,,,,,
1720,22/10/06 03:30:00,9.60,13.64,,,,,
1721,22/10/06 04:00:00,9.64,13.58,,,,,
1722,22/10/06 04:30:00,9.34,13.50,,,,,
1723,22/10/06 05:00:00,9.22,13.40,,,,,
1724,22/10/06 05:30:00,9.19,13.36,,,,,
1725,22/10/06 06:00:00,9.18,13.30,,,,,
1726,22/10/06 06:30:00,9.12,13.22,,,,,
1727,22/10/06 07:00:00,9.23,13.22,,,,,
1728,22/10/06 07:30:00,9.12,13.12,,,,,
1729,22/10/06 08:00:00,9.14,13.02,,,,,
1730,22/10/06 08:30:00,9.75,13.02,,,,,
1731,22/10/06 09:00:00,10.27,13.02,,,,,
1732,22/10/06 09:30:00,10.58,12.98,,,,,
1733,22/10/06 10:00:00,11.00,13.06,,,,,
1734,22/10/06 10:30:00,11.44,13.12,,,,,
1735,22/10/06 11:00:00,11.71,13.12,,,,,
1736,22/10/06 11:30:00,12.48,13.22,,,,,
1737,22/10/06 12:00:00,12.54,13.30,,,,,
1738,22/10/06 12:30:00,13.11,13.38,,,,,
1739,22/10/06 13:00:00,13.97,13.46,,,,,
1740,22/10/06 13:30:00,14.64,13.56,,,,,
1741,22/10/06 14:00:00,16.24,13.62,,,,,
1742,22/10/06 14:30:00,-888.88,-888.88,Logged,,,,
1743,22/10/06 15:00:00,-888.88,-888.88,Logged,,,,
1744,22/10/06 15:30:00,-888.88,-888.88,Logged,,,,
1745,22/10/06 16:00:00,-888.88,-888.88,Logged,,,,
1746,22/10/06 16:30:00,-888.88,-888.88,Logged,,,,
1747,22/10/06 17:00:00,17.96,13.72,,,,,
1748,22/10/06 17:30:00,15.88,13.68,,,,,
1749,22/10/06 18:00:00,13.24,13.62,,,,,
1750,22/10/06 18:30:00,12.21,13.60,,,,,
1751,22/10/06 19:00:00,11.84,13.60,,,,,
1752,22/10/06 19:30:00,11.73,13.60,,,,,
1753,22/10/06 20:00:00,11.51,13.58,,,,,
1754,22/10/06 20:30:00,11.42,13.56,,,,,
1755,22/10/06 21:00:00,11.52,13.54,,,,,
1756,22/10/06 21:30:00,11.53,13.52,,,,,
1757,22/10/06 22:00:00,11.54,13.50,,,,,
1758,22/10/06 22:30:00,11.53,13.44,,,,,
1759,22/10/06 23:00:00,11.39,13.38,,,,,
1760,22/10/06 23:30:00,11.10,13.32,,,,,
1761,22/10/07 00:00:00,10.94,13.28,,,,,
1762,22/10/07 00:30:00,10.83,13.26,,,,,
1763,22/10/07 01:00:00,10.65,13.20,,,,,
1764,22/10/07 01:30:00,10.48,13.14,,,,,
1765,22/10/07 02:00:00,10.43,13.12,,,,,
1766,22/10/07 02:30:00,10.28,13.06,,,,,
1767,22/10/07 03:00:00,10.09,12.98,,,,,
1768,22/10/07 03:30:00,10.03,12.94,,,,,
1769,22/10/07 04:00:00,9.95,12.90,,,,,
1770,22/10/07 04:30:00,9.80,12.82,,,,,
1771,22/10/07 05:00:00,9.88,12.80,,,,,
1772,22/10/07 05:30:00,9.82,12.76,,,,,
1773,22/10/07 06:00:00,9.63,12.68,,,,,
1774,22/10/07 06:30:00,9.65,12.64,,,,,
1775,22/10/07 07:00:00,9.62,12.62,,,,,
1776,22/10/07 07:30:00,9.53,12.56,,,,,
1777,22/10/07 08:00:00,9.69,12.52,,,,,
1778,22/10/07 08:30:00,10.10,12.52,,,,,
1779,22/10/07 09:00:00,10.29,12.50,,,,,
1780,22/10/07 09:30:00,10.63,12.52,,,,,
1781,22/10/07 10:00:00,10.98,12.60,,,,,
1782,22/10/07 10:30:00,11.26,12.68,,,,,
1783,22/10/07 11:00:00,11.48,12.76,,,,,
1784,22/10/07 11:30:00,11.94,12.88,,,,,
1785,22/10/07 12:00:00,11.97,12.98,,,,,
1786,22/10/07 12:30:00,12.32,13.08,,,,,
1787,22/10/07 13:00:00,12.58,13.16,,,,,
1788,22/10/07 13:30:00,12.88,13.28,,,,,
1789,22/10/07 14:00:00,14.02,13.36,,,,,
1790,22/10/07 14:30:00,13.63,13.40,,,,,
1791,22/10/07 15:00:00,-888.88,-888.88,Logged,,,,
1792,22/10/07 15:30:00,-888.88,-888.88,Logged,,,,
1793,22/10/07 16:00:00,-888.88,-888.88,Logged,,,,
1794,22/10/07 16:30:00,-888.88,-888.88,Logged,,,,
1795,22/10/07 17:00:00,17.58,13.46,,,,,
1796,22/10/07 17:30:00,13.71,13.40,,,,,
1797,22/10/07 18:00:00,11.64,13.38,,,,,
1798,22/10/07 18:30:00,11.13,13.40,,,,,
1799,22/10/07 19:00:00,11.14,13.38,,,,,
1800,22/10/07 19:30:00,11.28,13.40,,,,,
1801,22/10/07 20:00:00,11.36,13.42,,,,,
1802,22/10/07 20:30:00,11.37,13.46,,,,,
1803,22/10/07 21:00:00,11.41,13.46,,,,,
1804,22/10/07 21:30:00,11.43,13.46,,,,,
1805,22/10/07 22:00:00,11.44,13.48,,,,,
1806,22/10/07 22:30:00,11.41,13.46,,,,,
1807,22/10/07 23:00:00,11.38,13.44,,,,,
1808,22/10/07 23:30:00,11.29,13.42,,,,,
1809,22/10/08 00:00:00,10.98,13.38,,,,,
1810,22/10/08 00:30:00,10.73,13.32,,,,,
1811,22/10/08 01:00:00,10.68,13.28,,,,,
1812,22/10/08 01:30:00,10.74,13.26,,,,,
1813,22/10/08 02:00:00,10.68,13.22,,,,,
1814,22/10/08 02:30:00,10.42,13.16,,,,,
1815,22/10/08 03:00:00,10.45,13.14,,,,,
1816,22/10/08 03:30:00,10.34,13.08,,,,,
1817,22/10/08 04:00:00,10.12,13.02,,,,,
1818,22/10/08 04:30:00,10.03,12.98,,,,,
1819,22/10/08 05:00:00,10.05,12.96,,,,,
1820,22/10/08 05:30:00,9.95,12.92,,,,,
1821,22/10/08 06:00:00,9.92,12.86,,,,,
1822,22/10/08 06:30:00,9.89,12.84,,,,,
1823,22/10/08 07:00:00,9.69,12.76,,,,,
1824,22/10/08 07:30:00,9.60,12.72,,,,,
1825,22/10/08 08:00:00,9.74,12.70,,,,,
1826,22/10/08 08:30:00,9.99,12.68,,,,,
1827,22/10/08 09:00:00,10.27,12.68,,,,,
1828,22/10/08 09:30:00,10.60,12.72,,,,,
1829,22/10/08 10:00:00,10.84,12.78,,,,,
1830,22/10/08 10:30:00,11.09,12.86,,,,,
1831,22/10/08 11:00:00,11.39,12.98,,,,,
1832,22/10/08 11:30:00,11.91,13.08,,,,,
1833,22/10/08 12:00:00,11.87,13.18,,,,,
1834,22/10/08 12:30:00,12.32,13.30,,,,,
1835,22/10/08 13:00:00,12.53,13.36,,,,,
1836,22/10/08 13:30:00,13.19,13.46,,,,,
1837,22/10/08 14:00:00,14.22,13.54,,,,,
1838,22/10/08 14:30:00,14.16,13.56,,,,,
1839,22/10/08 15:00:00,13.92,13.60,,,,,
1840,22/10/08 15:30:00,15.01,13.66,,,,,
1841,22/10/08 16:00:00,14.94,13.66,,,,,
1842,22/10/08 16:30:00,15.87,13.66,,,,,
1843,22/10/08 17:00:00,15.24,13.62,,,,,
1844,22/10/08 17:30:00,13.89,13.58,,,,,
1845,22/10/08 18:00:00,12.11,13.52,,,,,
1846,22/10/08 18:30:00,11.61,13.50,,,,,
1847,22/10/08 19:00:00,11.27,13.48,,,,,
1848,22/10/08 19:30:00,11.19,13.50,,,,,
1849,22/10/08 20:00:00,11.19,13.52,,,,,
1850,22/10/08 20:30:00,11.08,13.54,,,,,
1851,22/10/08 21:00:00,11.14,13.56,,,,,
1852,22/10/08 21:30:00,11.27,13.56,,,,,
1853,22/10/08 22:00:00,11.39,13.56,,,,,
1854,22/10/08 22:30:00,11.41,13.52,,,,,
1855,22/10/08 23:00:00,11.14,13.50,,,,,
1856,22/10/08 23:30:00,10.89,13.46,,,,,
1857,22/10/09 00:00:00,10.80,13.42,,,,,
1858,22/10/09 00:30:00,10.78,13.36,,,,,
1859,22/10/09 01:00:00,10.75,13.34,,,,,
1860,22/10/09 01:30:00,10.53,13.30,,,,,
1861,22/10/09 02:00:00,10.39,13.24,,,,,
1862,22/10/09 02:30:00,10.29,13.18,,,,,
1863,22/10/09 03:00:00,10.28,13.18,,,,,
1864,22/10/09 03:30:00,10.03,13.10,,,,,
1865,22/10/09 04:00:00,9.99,13.06,,,,,
1866,22/10/09 04:30:00,9.92,13.02,,,,,
1867,22/10/09 05:00:00,9.82,12.96,,,,,
1868,22/10/09 05:30:00,9.69,12.90,,,,,
1869,22/10/09 06:00:00,9.68,12.88,,,,,
1870,22/10/09 06:30:00,9.65,12.84,,,,,
1871,22/10/09 07:00:00,9.60,12.80,,,,,
1872,22/10/09 07:30:00,9.54,12.76,,,,,
1873,22/10/09 08:00:00,9.59,12.70,,,,,
1874,22/10/09 08:30:00,9.90,12.68,,,,,
1875,22/10/09 09:00:00,10.20,12.68,,,,,
1876,22/10/09 09:30:00,10.54,12.70,,,,,
1877,22/10/09 10:00:00,10.88,12.74,,,,,
1878,22/10/09 10:30:00,11.21,12.84,,,,,
1879,22/10/09 11:00:00,11.56,12.96,,,,,
1880,22/10/09 11:30:00,12.19,13.06,,,,,
1881,22/10/09 12:00:00,12.08,13.14,,,,,
1882,22/10/09 12:30:00,12.54,13.22,,,,,
1883,22/10/09 13:00:00,12.72,13.30,,,,,
1884,22/10/09 13:30:00,13.18,13.36,,,,,
1885,22/10/09 14:00:00,14.59,13.46,,,,,
1886,22/10/09 14:30:00,14.64,13.50,,,,,
1887,22/10/09 15:00:00,14.52,13.56,,,,,
1888,22/10/09 15:30:00,16.17,13.60,,,,,
1889,22/10/09 16:00:00,15.33,13.58,,,,,
1890,22/10/09 16:30:00,16.13,13.56,,,,,
1891,22/10/09 17:00:00,16.38,13.54,,,,,
1892,22/10/09 17:30:00,14.87,13.52,,,,,
1893,22/10/09 18:00:00,12.27,13.46,,,,,
1894,22/10/09 18:30:00,11.63,13.44,,,,,
1895,22/10/09 19:00:00,11.27,13.40,,,,,
1896,22/10/09 19:30:00,11.26,13.40,,,,,
1897,22/10/09 20:00:00,11.22,13.42,,,,,
1898,22/10/09 20:30:00,11.23,13.44,,,,,
1899,22/10/09 21:00:00,11.19,13.44,,,,,
1900,22/10/09 21:30:00,11.14,13.44,,,,,
1901,22/10/09 22:00:00,11.04,13.46,,,,,
1902,22/10/09 22:30:00,11.04,13.46,,,,,
1903,22/10/09 23:00:00,11.03,13.42,,,,,
1904,22/10/09 23:30:00,11.09,13.38,,,,,
1905,22/10/10 00:00:00,10.79,13.30,,,,,
1906,22/10/10 00:30:00,10.54,13.22,,,,,
1907,22/10/10 01:00:00,10.32,13.12,,,,,
1908,22/10/10 01:30:00,10.28,13.08,,,,,
1909,22/10/10 02:00:00,10.20,13.04,,,,,
1910,22/10/10 02:30:00,10.04,12.98,,,,,
1911,22/10/10 03:00:00,9.89,12.90,,,,,
1912,22/10/10 03:30:00,9.74,12.84,,,,,
1913,22/10/10 04:00:00,9.60,12.78,,,,,
1914,22/10/10 04:30:00,9.52,12.72,,,,,
1915,22/10/10 05:00:00,9.68,12.72,,,,,
1916,22/10/10 05:30:00,9.50,12.68,,,,,
1917,22/10/10 06:00:00,9.30,12.60,,,,,
1918,22/10/10 06:30:00,9.33,12.58,,,,,
1919,22/10/10 07:00:00,9.32,12.54,,,,,
1920,22/10/10 07:30:00,9.29,12.48,,,,,
1921,22/10/10 08:00:00,9.50,12.48,,,,,
1922,22/10/10 08:30:00,9.79,12.48,,,,,
1923,22/10/10 09:00:00,10.32,12.48,,,,,
1924,22/10/10 09:30:00,11.05,12.54,,,,,
1925,22/10/10 10:00:00,11.18,12.60,,,,,
1926,22/10/10 10:30:00,11.17,12.56,,,,,
1927,22/10/10 11:00:00,12.29,12.80,,,,,
1928,22/10/10 11:30:00,13.34,12.92,,,,,
1929,22/10/10 12:00:00,11.31,12.84,,,,,
1930,22/10/10 12:30:00,10.64,12.68,,,,,
1931,22/10/10 13:00:00,10.60,12.64,,,,,
1932,22/10/10 13:30:00,11.59,12.68,,,,,
1933,22/10/10 14:00:00,12.37,12.74,,,,,
1934,22/10/10 14:30:00,14.76,13.04,,,,,
1935,22/10/10 15:00:00,13.54,13.12,,,,,
1936,22/10/10 15:30:00,12.42,12.98,,,,,
1937,22/10/10 16:00:00,13.74,13.02,,,,,
1938,22/10/10 16:30:00,11.82,12.94,,,,,
1939,22/10/10 17:00:00,12.26,12.86,,,,,
1940,22/10/10 17:30:00,13.28,13.06,,,,,
1941,22/10/10 18:00:00,11.61,12.92,,,,,
1942,22/10/10 18:30:00,10.70,12.82,,,,,
1943,22/10/10 19:00:00,10.38,12.78,,,,,
1944,22/10/10 19:30:00,10.34,12.76,,,,,
1945,22/10/10 20:00:00,10.42,12.68,,,,,
1946,22/10/10 20:30:00,10.59,12.70,,,,,
1947,22/10/10 21:00:00,10.69,12.70,,,,,
1948,22/10/10 21:30:00,11.14,12.70,,,,,
1949,22/10/10 22:00:00,10.97,12.60,,,,,
1950,22/10/10 22:30:00,10.70,12.50,,,,,
1951,22/10/10 23:00:00,10.43,12.40,,,,,
1952,22/10/10 23:30:00,10.34,12.40,,,,,
1953,22/10/11 00:00:00,10.34,12.38,,,,,
1954,22/10/11 00:30:00,10.10,12.34,,,,,
1955,22/10/11 01:00:00,10.12,12.32,,,,,
1956,22/10/11 01:30:00,10.13,12.32,,,,,
1957,22/10/11 02:00:00,10.07,12.28,,,,,
1958,22/10/11 02:30:00,9.89,12.22,,,,,
1959,22/10/11 03:00:00,9.95,12.20,,,,,
1960,22/10/11 03:30:00,9.87,12.18,,,,,
1961,22/10/11 04:00:00,9.65,12.14,,,,,
1962,22/10/11 04:30:00,9.67,12.12,,,,,
1963,22/10/11 05:00:00,9.58,12.08,,,,,
1964,22/10/11 05:30:00,9.47,12.02,,,,,
1965,22/10/11 06:00:00,9.48,12.00,,,,,
1966,22/10/11 06:30:00,9.44,11.94,,,,,
1967,22/10/11 07:00:00,9.33,11.88,,,,,
1968,22/10/11 07:30:00,9.32,11.84,,,,,
1969,22/10/11 08:00:00,9.33,11.78,,,,,
1970,22/10/11 08:30:00,9.60,11.78,,,,,
1971,22/10/11 09:00:00,9.85,11.78,,,,,
1972,22/10/11 09:30:00,10.05,11.80,,,,,
1973,22/10/11 10:00:00,10.33,11.84,,,,,
1974,22/10/11 10:30:00,10.70,11.94,,,,,
1975,22/10/11 11:00:00,11.26,12.00,,,,,
1976,22/10/11 11:30:00,11.83,12.10,,,,,
1977,22/10/11 12:00:00,11.58,12.14,,,,,
1978,22/10/11 12:30:00,11.87,12.24,,,,,
1979,22/10/11 13:00:00,12.27,12.34,,,,,
1980,22/10/11 13:30:00,12.74,12.40,,,,,
1981,22/10/11 14:00:00,13.91,12.50,,,,,
1982,22/10/11 14:30:00,14.27,12.56,,,,,
1983,22/10/11 15:00:00,13.64,12.62,,,,,
1984,22/10/11 15:30:00,14.79,12.60,,,,,
1985,22/10/11 16:00:00,13.97,12.58,,,,,
1986,22/10/11 16:30:00,14.87,12.56,,,,,
1987,22/10/11 17:00:00,14.18,12.52,,,,,
1988,22/10/11 17:30:00,12.73,12.44,,,,,
1989,22/10/11 18:00:00,11.44,12.32,,,,,
1990,22/10/11 18:30:00,10.89,12.30,,,,,
1991,22/10/11 19:00:00,10.63,12.32,,,,,
1992,22/10/11 19:30:00,10.98,12.34,,,,,
1993,22/10/11 20:00:00,11.34,12.36,,,,,
1994,22/10/11 20:30:00,11.32,12.32,,,,,
1995,22/10/11 21:00:00,11.14,12.28,,,,,
1996,22/10/11 21:30:00,11.09,12.26,,,,,
1997,22/10/11 22:00:00,10.92,12.22,,,,,
1998,22/10/11 22:30:00,10.95,12.18,,,,,
1999,22/10/11 23:00:00,11.00,12.16,,,,,
2000,22/10/11 23:30:00,10.94,12.10,,,,,
2001,22/10/12 00:00:00,10.90,12.08,,,,,
2002,22/10/12 00:30:00,10.98,12.08,,,,,
2003,22/10/12 01:00:00,10.99,12.08,,,,,
2004,22/10/12 01:30:00,10.84,12.04,,,,,
2005,22/10/12 02:00:00,10.83,11.98,,,,,
2006,22/10/12 02:30:00,10.78,11.96,,,,,
2007,22/10/12 03:00:00,10.65,11.90,,,,,
2008,22/10/12 03:30:00,10.60,11.88,,,,,
2009,22/10/12 04:00:00,10.53,11.80,,,,,
2010,22/10/12 04:30:00,10.44,11.74,,,,,
2011,22/10/12 05:00:00,10.32,11.74,,,,,
2012,22/10/12 05:30:00,10.27,11.72,,,,,
2013,22/10/12 06:00:00,10.17,11.68,,,,,
2014,22/10/12 06:30:00,10.03,11.64,,,,,
2015,22/10/12 07:00:00,10.02,11.60,,,,,
2016,22/10/12 07:30:00,10.02,11.56,,,,,
2017,22/10/12 08:00:00,9.99,11.50,,,,,
2018,22/10/12 08:30:00,10.19,11.46,,,,,
2019,22/10/12 09:00:00,10.40,11.44,,,,,
2020,22/10/12 09:30:00,10.50,11.42,,,,,
2021,22/10/12 10:00:00,10.78,11.44,,,,,
2022,22/10/12 10:30:00,11.08,11.52,,,,,
2023,22/10/12 11:00:00,11.66,11.64,,,,,
2024,22/10/12 11:30:00,12.18,11.74,,,,,
2025,22/10/12 12:00:00,12.14,11.82,,,,,
2026,22/10/12 12:30:00,12.53,11.96,,,,,
2027,22/10/12 13:00:00,12.76,12.06,,,,,
2028,22/10/12 13:30:00,13.47,12.08,,,,,
2029,22/10/12 14:00:00,14.31,12.18,,,,,
2030,22/10/12 14:30:00,14.46,12.18,,,,,
2031,22/10/12 15:00:00,13.71,12.20,,,,,
2032,22/10/12 15:30:00,14.49,12.20,,,,,
2033,22/10/12 16:00:00,12.93,12.20,,,,,
2034,22/10/12 16:30:00,13.52,12.20,,,,,
2035,22/10/12 17:00:00,12.93,12.16,,,,,
2036,22/10/12 17:30:00,12.23,12.10,,,,,
2037,22/10/12 18:00:00,11.49,12.02,,,,,
2038,22/10/12 18:30:00,11.32,11.98,,,,,
2039,22/10/12 19:00:00,11.19,11.98,,,,,
2040,22/10/12 19:30:00,11.05,11.96,,,,,
2041,22/10/12 20:00:00,11.26,12.00,,,,,
2042,22/10/12 20:30:00,11.46,12.00,,,,,
2043,22/10/12 21:00:00,11.58,12.00,,,,,
2044,22/10/12 21:30:00,11.72,11.98,,,,,
2045,22/10/12 22:00:00,11.73,11.94,,,,,
2046,22/10/12 22:30:00,11.71,11.92,,,,,
2047,22/10/12 23:00:00,11.57,11.88,,,,,
2048,22/10/12 23:30:00,11.39,11.82,,,,,
2049,22/10/13 00:00:00,11.33,11.76,,,,,
2050,22/10/13 00:30:00,11.29,11.72,,,,,
2051,22/10/13 01:00:00,11.22,11.66,,,,,
2052,22/10/13 01:30:00,11.08,11.60,,,,,
2053,22/10/13 02:00:00,11.10,11.56,,,,,
2054,22/10/13 02:30:00,10.97,11.52,,,,,
2055,22/10/13 03:00:00,10.92,11.46,,,,,
2056,22/10/13 03:30:00,10.90,11.42,,,,,
2057,22/10/13 04:00:00,10.72,11.36,,,,,
2058,22/10/13 04:30:00,10.59,11.30,,,,,
2059,22/10/13 05:00:00,10.52,11.26,,,,,
2060,22/10/13 05:30:00,10.44,11.20,,,,,
2061,22/10/13 06:00:00,10.33,11.16,,,,,
2062,22/10/13 06:30:00,10.22,11.10,,,,,
2063,22/10/13 07:00:00,10.15,11.04,,,,,
2064,22/10/13 07:30:00,10.03,10.98,,,,,
2065,22/10/13 08:00:00,10.05,10.94,,,,,
2066,22/10/13 08:30:00,10.32,10.94,,,,,
2067,22/10/13 09:00:00,10.52,10.92,,,,,
2068,22/10/13 09:30:00,10.73,10.94,,,,,
2069,22/10/13 10:00:00,11.04,10.98,,,,,
2070,22/10/13 10:30:00,11.12,11.04,,,,,
2071,22/10/13 11:00:00,11.71,11.16,,,,,
2072,22/10/13 11:30:00,12.01,11.28,,,,,
2073,22/10/13 12:00:00,11.96,11.36,,,,,
2074,22/10/13 12:30:00,12.37,11.48,,,,,
2075,22/10/13 13:00:00,12.59,11.58,,,,,
2076,22/10/13 13:30:00,12.98,11.62,,,,,
2077,22/10/13 14:00:00,13.87,11.74,,,,,
2078,22/10/13 14:30:00,14.92,11.78,,,,,
2079,22/10/13 15:00:00,8.48,17.80,,,,,
2080,22/10/13 15:30:00,9.47,16.96,,,,,
2081,22/10/13 16:00:00,9.67,16.12,,,,,
2082,22/10/13 16:30:00,9.78,15.74,,,,,
2083,22/10/13 17:00:00,9.82,15.52,,,,,
2084,22/10/13 17:30:00,9.90,15.04,,,,,
2085,22/10/13 18:00:00,9.93,14.56,,,,,
2086,22/10/13 18:30:00,9.99,13.88,,,,,
2087,22/10/13 19:00:00,10.09,13.42,,,,,
2088,22/10/13 19:30:00,9.77,15.70,,,,,
2089,22/10/13 20:00:00,9.37,17.92,,,,,
2090,22/10/13 20:30:00,9.02,19.46,,,,,
2091,22/10/13 21:00:00,8.74,20.50,,,,,
2092,22/10/13 21:30:00,8.57,21.22,,,,,
2093,22/10/13 22:00:00,8.28,21.90,,,,,
2094,22/10/13 22:30:00,8.09,22.14,,,,,
2095,22/10/13 23:00:00,8.25,22.26,,,,,
2096,22/10/13 23:30:00,8.19,22.36,,,,,
2097,22/10/14 00:00:00,8.07,22.44,,,,,
2098,22/10/14 00:30:00,8.14,22.50,,,,,
2099,22/10/14 01:00:00,8.12,22.54,,,,,
2100,22/10/14 01:30:00,8.08,22.56,,,,,
2101,22/10/14 02:00:00,8.05,22.60,,,,,
2102,22/10/14 02:30:00,8.02,22.60,,,,,
2103,22/10/14 03:00:00,8.00,22.62,,,,,
2104,22/10/14 03:30:00,7.95,22.62,,,,,
2105,22/10/14 04:00:00,7.95,22.62,,,,,
2106,22/10/14 04:30:00,7.93,22.62,,,,,
2107,22/10/14 05:00:00,7.92,22.64,,,,,
2108,22/10/14 05:30:00,7.88,22.64,,,,,
2109,22/10/14 06:00:00,7.84,22.64,,,,,
2110,22/10/14 06:30:00,7.82,22.66,,,,,
2111,22/10/14 07:00:00,7.78,22.66,,,,,
2112,22/10/14 07:30:00,7.74,22.66,,,,,
2113,22/10/14 08:00:00,7.72,22.68,,,,,
2114,22/10/14 08:30:00,7.69,22.72,,,,,
2115,22/10/14 09:00:00,8.64,21.62,,,,,
2116,22/10/14 09:30:00,8.84,20.46,,,,,
2117,22/10/14 10:00:00,8.89,20.22,,,,,
2118,22/10/14 10:30:00,8.89,20.22,,,,,
2119,22/10/14 11:00:00,8.85,20.36,,,,,
2120,22/10/14 11:30:00,8.77,20.60,,,,,
2121,22/10/14 12:00:00,8.72,20.68,,,,,
2122,22/10/14 12:30:00,8.69,20.74,,,,,
2123,22/10/14 13:00:00,8.65,20.84,,,,,
2124,22/10/14 13:30:00,8.64,20.86,,,,,
2125,22/10/14 14:00:00,8.64,20.88,,,,,
2126,22/10/14 14:30:00,8.65,20.86,,,,,
2127,22/10/14 15:00:00,8.65,20.90,,,,,
2128,22/10/14 15:30:00,8.65,21.06,,,,,
2129,22/10/14 16:00:00,8.63,21.26,,,,,
2130,22/10/14 16:30:00,8.62,21.38,,,,,
2131,22/10/14 17:00:00,8.59,21.42,,,,,
2132,22/10/14 17:30:00,8.60,21.44,,,,,
2133,22/10/14 18:00:00,8.60,21.54,,,,,
2134,22/10/14 18:30:00,8.58,21.64,,,,,
2135,22/10/14 19:00:00,8.57,21.72,,,,,
2136,22/10/14 19:30:00,8.58,21.80,,,,,
2137,22/10/14 20:00:00,8.62,21.88,,,,,
2138,22/10/14 20:30:00,8.70,22.00,,,,,
2139,22/10/14 21:00:00,8.83,22.10,,,,,
2140,22/10/14 21:30:00,8.93,22.18,,,,,
2141,22/10/14 22:00:00,9.12,22.24,,,,,
2142,22/10/14 22:30:00,9.12,22.32,,,,,
2143,22/10/14 23:00:00,9.14,22.36,,,,,
2144,22/10/14 23:30:00,9.13,22.42,,,,,
2145,22/10/15 00:00:00,9.12,22.46,,,,,
