ASV	KK1809	KK1810	KK1811	KK1812	KK1813	KK1814	KK1815	KK1816	KK1817	KK1818	KK1819	KK1820	KK1821	KK1822	KK1823	KK1824	KK1825	KK1826	KK1827	KK1828	KK1829	KK1830	KK1831	KK1832	KK1833	KK1834	KK1835	KK1836	KK1837	KK1838	KK1839	KK1840	KK1841	KK1842	KK1843	KK1844	KK1845	KK1846	KK1847	KK1848	KK1849	KK1850	KK1851	KK1852	KK1853	KK1854	KK1855	KK1856	KK1857	KK1858	KK1859	KK1860	KK1861	KK1862	KK1863	KK1864	KK1865	KK1866	KK1867	KK1868	KK1869	KK1870	KK1871	KK1872	KK1873	KK1874	KK1875	KK1876	KK1877	KK1878	KK1879	KK1880	KK1881	KK1882	KK1883	KK1884	KK1885	KK1886	KK1887	KK1888	KK1889	KK1890	KK1891	KK1892	KK1893	KK1894	KK1895	KK1896	KK1897	KK1898	KK1899	KK1900	KK1901	KK1902	KK1903	KK1904	KK1905	KK1906	KK1907	KK1908	KK1909	KK1912	KK1913	KK1914	KK1915	KK1916	KK1917	KK1919	KK1920	KK1921	KK1923	KK1927	KK1928	KK1930	KK1931	KK1932	KK1933	KK1934	KK1935	KK1936	KK1937	KK1938	KK1939	KK1940	KK1941	KK1942	KK1943	KK1944	KK1945	KK1946	KK1947	KK1948	KK1949	KK1950	KK1951	KK1961	KK1962	KK1963	KK1964	KK1965	KK1966	KK1967	KK1968	KK1969	KK1970	KK1971	KK1972	KK1973	KK1974	KK1975	KK1976	KK1977	KK1978	KK1979	KK1980	KK1981	KK1982	KK1983	KK1984	KK1985	KK1986	KK1987	KK1988	KK1989	KK1990	KK1991	KK1992	KK1993	KK1994	KK1995	KK1996	KK1997	KK1998	KK1999	KK2000	KK2001	KK2002	KK2003	KK2004	KK2005	KK2006	KK2007	KK2008	KK2009	KK2010	KK2011	KK2013	KK2014	KK2015	KK2016	KK2017	KK2018	KK2019	KK2020	KK2021	KK2022	KK2023	KK2024	KK2025	KK2028	KK2029	KK2030	KK2031	KK2032	KK2033	KK2034	KK2035	KK2036	KK2037	KK2038	KK2039	KK2040	KK2041	KK2042	KK2043	KK2044	KK2045	KK2046	KK2047	KK2048	KK2049	KK2050	KK2051	KK2052	KK2053	KK2054	KK2055	KK2056	KK2057	KK2058	KK2059	KK2060	KK2061	KK2062	KK2063	KK2064	KK2065	KK2066	KK2067	KK2068	KK2069	KK2070	KK2071	KK2077	KK2079	KK2080	KK2082	KK2083	KK2084	KK2085	KK2086	KK2087	KK2088	KK2089	KK2090	KK2091	KK2092	KK2093	KK2094	KK2095	KK2096	KK2097	KK2098	KK2099	KK2100	KK2101	KK2102	KK2103	KK2104	KK2105	KK2106	KK2107	KK2108	KK2109	KK2110	KK2111	KK2112	KK2113	KK2114	KK2116	KK2117	KK2118	KK2119	KK2120	KK2121	KK2122	KK2123	KK2124	KK2125	KK2126	KK2127	KK2128	KK2129	KK2130	KK2131	KK2132	KK2133	KK2134	KK2135	KK2136	KK2137	KK2138	KK2139	KK2140	KK2141	KK2142	KK2143	KK2144	KK2145	KK2146	KK2147	KK2148	KK2149	KK2150	KK2151	KK2152	KK2153	KK2154	KK2155	KK2156	KK2157	KK2158	KK2159	KK2160	KK2161	KK2162	KK2163	KK2164	KK2165	KK2166	KK2167	KK2168	KK2169	KK2170	KK2171
ASV11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	110002	0	0	0	0	0	57156	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV12	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	19	0	22	0	21	0	0	0	15	69	186	94	22	38	30	28	98	754	117	39	308	49	51	140	115	67	447	108	53	35	253	74	292	120	601	418	76	138	50	119	0	0	0	7	0	0	0	26	20	7	103	0	28	0	0	14	206	0	0	9	0	0	28	5	24	28	27	28	92	155	118	156	25	302	358	40	61	262	86	17	0	0	0	385	0	0	0	0	0	24	6	1364	10257	13	10	0	17	27	12	11	16	94	1009	1902	12874	8261	5336	43	36	113	29	34	0	36	17	11595	1587	1377	12009	5398	5194	13667	3155	519	24	4571	12652	13689	4180	8362	0	0	0	0	0	0	0	2340	0	0	0	0	0	14	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	71	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	34	13	190	1434	0	3211	45	0	0	0	0	0	0	0	0	0	0	0	0	0	15	25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	133	0	0	0	0	0	0	0	0	0	0	0	0
ASV13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	63	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	6	3	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	188	19	0	0	15	0	113	83	0	0	0	0	59	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	754	0	0	0	0	0	0	0	0	40	0	0	0	0	0	0	0	0	0	0	87610	11454	0	0	31486	18	10	1728	34	0	584	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	120	0	0	0	0	0	0	0	0	0	80	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3008	0	0	0	0	27	11991	0	0	0	26	0	0	0	0	0	0	3289	0	9741	3068	0	0	0	0	0	0	0	0	0	0	109	79	45	161	112	305	0	0	0	0	0	0	0	0	0	39	0	0	0	0	0	0	0	26	107	0	0	1079	0	0	78	0	0	0	0	0	0	0	0	0	0	0	146	0	0	1712	8943	0	0	0	0	0	0	14495	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	60443	0	0	0	0	0	0	0	0	87	0	62	119	0	0	0	0	0	0	0	0	0	0	0	45	0	0	0	0	0	0	0	0	22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8995	0	0	0	0	0
ASV16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	63	0	0	0	0	4	0	116869	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	25	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV17	53	21	26	23	53	25	28	71	135	47	22	183	82	0	0	0	22	47	18	36	0	22	31	32	55	20	32	79	56	0	60	77	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1157	2266	1679	829	638	277	736	2832	6843	4766	4890	1130	2807	2853	4390	3362	1616	690	867	534	189	253	2591	49	1984	2685	187	2013	898	1666	920	3334	242	1791	2304	139	182	616	82	422	171	130	119	0	3151	822	117	694	0	1359	0	317	1595	295	38	0	0	129	0	23	66	113	2424	3486	4195	10494	6387	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	98	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	41	37	0	0	96	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	53	0	0	348	0	0	0	149	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV18	30	0	18	0	42	51	85	69	399	87	68	118	31	0	0	13	23	23	24	40	0	0	0	35	28	22	50	97	0	0	0	0	0	0	0	0	0	0	0	17	24	0	0	0	0	23	60	44	0	29	78	0	0	1025	219	0	858	155	766	836	147	651	942	496	744	411	0	60	885	3886	5559	1813	2428	1451	7139	3027	292	471	832	92	71	168	239	40	710	635	0	424	178	205	148	118	0	87	0	0	65	111	0	0	0	20	0	0	3584	125	0	57	0	4372	0	0	0	22	14	33	0	103	14	33	30	217	5490	6945	2587	9493	2177	0	0	13	0	0	19	0	0	14	0	943	0	1383	1759	606	6767	285	357	6300	26	317	0	16	456	0	0	0	66	0	0	0	0	44	20	100	63	0	0	24	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	32	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	32	25	0	0	0	0	0	48	149	0	0	0	161	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	47	0	0	0	98	0	124	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	124	72	92	186	0	0	0	0	0	0	0	0	72	68	45	53	107	106	98	160	70	153	80	113	36	37	126	4759	175	967	762	1368	2135	1150	436	4984	2750	2068	1435	1232	2726	2115	1374	2218	1576	2269	655	2147	1854	1658	173	3104	1152	1767	1924	1107	1632	755	353	1308	1789	626	1382	2609	857	3583	214	148	138	516	261	221	0	521	51	138	0	375	89	146	606	0	0	0	0	0	45	15	0	0	1788	16	12	16	21	8	336	19	0	33	249	0	0	26	0	0	10	0	6	10	0	17	0	359	6	0	8	9	1423	250	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	72936	4	0	0	0	0	0	0	0	17797	0	0	0	0	0	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	63	21	219	77	0	0	18	0	74	104	0	0	0	0	0	30	13	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	74	0	0	0	0	0	0	0	0	0	0	54450	0	0	0	0	10393	0	0	0	0	0	0	0	19500	0	0	0	0	0	61	64	0	580	60	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	112	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	11883	39476	0	0	0	0	88	20932	0	0	0	0	0	0	0	0	4726	0	0	0	0	0	8433	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV23	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	6	0	13	0	0	0	6	6	0	0	15	3	20	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	129	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	59519	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10568	0	13703	0	0
ASV24	0	0	0	0	34	0	25	0	102	44	27	109	49	0	0	0	0	0	15	26	33	59	58	90	201	79	119	182	57	40	152	106	12	30	18	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	423	567	647	314	806	460	52	0	1604	2887	4147	786	699	945	2624	1108	145	318	309	86	0	52	216	0	2725	1573	278	5630	627	570	510	971	317	495	1050	528	183	302	114	1189	734	0	85	375	4704	651	493	926	70	2971	0	200	871	683	0	0	0	0	0	0	0	0	2286	2047	2681	11139	5071	0	0	0	0	12	35	0	22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18	0	0	0	0	0	46	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	0	0	0	0	0	135	0	0	223	0	0	0	0	0	0	0	0	0	64	0	0	0	41	0	0	0	0	0	0	0	0	0	0	0	0	0	0	145	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	573	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0
ASV25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20	96	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	68676	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV26	0	0	0	0	0	0	0	0	28	23	32	31	16	0	0	0	13	0	12	17	81	112	584	109	481	99	123	149	241	54	750	104	60	32	299	120	0	13	10	13	0	15	0	12	0	11	73	17	0	0	17	0	0	10	0	0	11	0	12	0	12	108	26	0	55	29	34	32	1217	340	1109	95	192	247	272	900	972	126	256	228	14	110	1189	6	1967	1312	144	1924	746	2046	2471	2771	458	2490	3132	702	580	1558	262	1354	0	0	0	0	2310	78	2136	56	295	4031	27	4177	2502	438	0	0	0	13	0	0	0	45	220	335	382	424	294	36	255	75	103	82	83	19	39	17	17	13	0	166	280	48	166	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17	0	0	0	43	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV27	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	52981	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
